mode,cohort,window,predictor,n,r,p,partial_r_lag,partial_p_lag,n_partial,abs_r,abs_partial_r
demeaned,arbequina,prev_fruit_dev,sum_cwb,90,0.1576421100273561,0.13783154725822908,0.16395244924460137,0.12256014516608915,90,0.1576421100273561,0.16395244924460137
raw,min500ha,spring,mean_vpd,180,-0.22391415623497482,0.0025139563732683354,-0.16390332423764312,0.037150154397155084,162,0.22391415623497482,0.16390332423764312
raw,arbequina,calendar_year,mean_tmax,100,-0.23499959486049252,0.018597058472659564,-0.16362455841541462,0.12332021866086199,90,0.23499959486049252,0.16362455841541462
raw,arbequina,prev_summer,ratio_p_et0,90,0.10950357366806092,0.3042254574509316,0.16215417025936896,0.1267732314922905,90,0.10950357366806092,0.16215417025936896
demeaned,all_olive,agro_year,days_vpd_gt2,354,-0.1429931768294751,0.007044223561131278,-0.16203540052968482,0.003763936789034838,318,0.1429931768294751,0.16203540052968482
demeaned,all_olive,spring,sum_et0,354,-0.04403027467955421,0.40886349499510577,-0.16167076254149423,0.00384397774236536,318,0.04403027467955421,0.16167076254149423
demeaned,min500ha,fruit_set,days_vpd_gt2,180,-0.1415291619399298,0.05807451269259926,-0.16159026475332455,0.03994639712042596,162,0.1415291619399298,0.16159026475332455
demeaned,all_olive,prev_summer,mean_tmax,320,-0.13707354708650077,0.014125938336935203,-0.16149919969529722,0.003882166929559253,318,0.13707354708650077,0.16149919969529722
raw,arbequina,prev_fruit_dev,mean_tmax,90,-0.2703024504716214,0.009977081476981925,-0.1612671082266693,0.12889186486196183,90,0.2703024504716214,0.1612671082266693
demeaned_nodana,min500ha,fruit_dev,sum_precip,144,-0.006235770685988698,0.9408689119260777,-0.16097524720650713,0.0717506695470451,126,0.006235770685988698,0.16097524720650713
raw,min500ha,fruit_set,sum_precip,180,-0.21485280911222293,0.003775026016491654,-0.1606082255329517,0.0411859742197364,162,0.21485280911222293,0.1606082255329517
demeaned,all_olive,summer,ratio_p_et0,354,-0.11781758160564848,0.02664976813374044,-0.1597090292680836,0.004301605125318595,318,0.11781758160564848,0.1597090292680836
demeaned,min500ha,spring,ratio_p_et0,180,-0.2567897496236429,0.0005019197544712335,-0.15887201318693425,0.04345647691237642,162,0.2567897496236429,0.15887201318693425
raw,all_olive,bloom,mean_vpd,354,-0.24379118600286506,3.4691327780874532e-06,-0.15855099000491799,0.004594287340599033,318,0.24379118600286506,0.15855099000491799
demeaned_nodana,arbequina,agro_year,sum_precip,80,-0.3023898938672897,0.006406270290299687,-0.15826446485102103,0.19068410676250955,70,0.3023898938672897,0.15826446485102103
demeaned,all_olive,maturation,sum_precip,354,-0.16319425457078932,0.0020679410647281623,-0.158216747434747,0.004682038937780096,318,0.16319425457078932,0.158216747434747
demeaned_nodana,arbequina,calendar_year,ratio_p_et0,80,-0.15672157432274184,0.16504748007324557,-0.15786041709580262,0.19183337690909036,70,0.15672157432274184,0.15786041709580262
raw,all_olive,winter_recharge,sum_precip,354,0.1543707570411377,0.003595037893904224,0.1572647168061766,0.004940320983374275,318,0.1543707570411377,0.1572647168061766
demeaned_nodana,all_olive,fruit_set,mean_vpd,284,-0.13620958129852337,0.02167405636146071,-0.1572017409282397,0.013192195633706716,248,0.13620958129852337,0.1572017409282397
demeaned,min500ha,bloom_to_set,mean_vpd,180,-0.014390497268678342,0.8479508466789926,-0.1568644621877507,0.04621146194039445,162,0.014390497268678342,0.1568644621877507
raw,arbequina,agro_year,sum_precip,100,-0.1295471085841073,0.19893050282232633,-0.1566848099028398,0.14026898917945463,90,0.1295471085841073,0.1566848099028398
demeaned,min500ha,bloom,sum_et0,180,0.05232466940352141,0.48542959086108883,-0.15648089136966895,0.046754079059173746,162,0.05232466940352141,0.15648089136966895
raw,all_olive,spring,mean_vpd,354,-0.22651834754564998,1.6857504378955924e-05,-0.1557649877386721,0.005373274316894367,318,0.22651834754564998,0.1557649877386721
raw,arbequina,winter_recharge,days_vpd_gt2,100,-0.18839033282690956,0.06050952772695148,-0.1554174352927179,0.14354588147892197,90,0.18839033282690956,0.1554174352927179
demeaned_nodana,arbequina,winter_recharge,sum_et0,80,-0.4024216495920793,0.00021520239350057677,-0.15501327556959846,0.20007318714631195,70,0.4024216495920793,0.15501327556959846
demeaned_nodana,arbequina,calendar_year,days_tmax_gt35,80,-0.137799644461219,0.22286531190036923,-0.1546556350409578,0.20112581478061675,70,0.137799644461219,0.1546556350409578
demeaned_nodana,arbequina,set_to_dev,days_tmax_gt35,80,-0.137799644461219,0.22286531190036923,-0.1546556350409578,0.20112581478061675,70,0.137799644461219,0.1546556350409578
demeaned_nodana,arbequina,agro_year,days_tmax_gt35,80,-0.137799644461219,0.22286531190036923,-0.1546556350409578,0.20112581478061675,70,0.137799644461219,0.1546556350409578
demeaned_nodana,all_olive,summer,ratio_p_et0,284,-0.10241995117301858,0.08490065164858673,-0.15233137042254294,0.016358145878551646,248,0.10241995117301858,0.15233137042254294
raw,min500ha,bloom_to_set,sum_et0,180,-0.16594673597318582,0.025990212011552674,-0.15188656100894557,0.05367628242896478,162,0.16594673597318582,0.15188656100894557
raw,arbequina,calendar_year,sum_et0,100,-0.313268997339896,0.0015056723322875987,-0.15182248584931338,0.15315476971869568,90,0.313268997339896,0.15182248584931338
demeaned,arbequina,prev_summer,ratio_p_et0,90,0.16928139399876477,0.1107054815070741,0.1515597493980412,0.15387544468381165,90,0.16928139399876477,0.1515597493980412
demeaned_nodana,min500ha,bloom,sum_precip,144,-0.22258821533163373,0.007329156602846512,-0.15113892668942744,0.09115406954301926,126,0.22258821533163373,0.15113892668942744
demeaned_nodana,arbequina,bloom_to_set,mean_vpd,80,0.05256553555203261,0.6433061757272108,-0.1507527994907348,0.21287031598936926,70,0.05256553555203261,0.1507527994907348
demeaned_nodana,all_olive,fruit_set,days_vpd_gt2,284,-0.13881689256364008,0.019262645925610892,-0.15053352211891602,0.017684390513845863,248,0.13881689256364008,0.15053352211891602
raw,min500ha,pre_bloom,mean_tmax,180,0.1754059367840663,0.018512124849873697,0.14977604159991478,0.05712923732061756,162,0.1754059367840663,0.14977604159991478
demeaned,min500ha,spring,sum_cwb,180,-0.259219369949044,0.00044171205948850974,-0.1493458880473425,0.05785498679083604,162,0.259219369949044,0.1493458880473425
demeaned_nodana,all_olive,maturation,sum_precip,284,0.12145499658664481,0.04082068626171336,0.14917308993547,0.018749295613675828,248,0.12145499658664481,0.14917308993547
raw,min500ha,bloom,mean_vpd,180,-0.21943380359776848,0.0030797711362155803,-0.1490300022507468,0.05839276514978429,162,0.21943380359776848,0.1490300022507468
raw,all_olive,prev_summer,days_tmax_gt35,320,-0.2278291103894013,3.891802785104234e-05,-0.1489268712835373,0.0078108458544720516,318,0.2278291103894013,0.1489268712835373
raw,min500ha,fruit_dev,mean_tmax,180,-0.2485827992165541,0.0007659124645848326,-0.1488338214780143,0.05872881792917817,162,0.2485827992165541,0.1488338214780143
demeaned_nodana,arbequina,fruit_dev,days_vpd_gt2,80,-0.28282524605372783,0.011022622680712869,-0.14850574078038326,0.21984777056274943,70,0.28282524605372783,0.14850574078038326
demeaned_nodana,all_olive,spring,mean_vpd,284,-0.0471322200940814,0.4288138494351747,-0.14818020041956476,0.019561288881730945,248,0.0471322200940814,0.14818020041956476
demeaned,all_olive,bloom_to_set,days_vpd_gt2,354,-0.09001255582063195,0.09083289445081383,-0.14761992969323381,0.008375785093738163,318,0.09001255582063195,0.14761992969323381
demeaned_nodana,min500ha,bloom_to_set,days_tmax_gt35,144,-0.1371368616717954,0.10120216392616806,-0.1468347899896451,0.10086061049244278,126,0.1371368616717954,0.1468347899896451
demeaned_nodana,min500ha,fruit_set,days_tmax_gt35,144,-0.1371368616717954,0.10120216392616806,-0.1468347899896451,0.10086061049244278,126,0.1371368616717954,0.1468347899896451
demeaned,all_olive,set_to_dev,days_vpd_gt2,354,-0.1514511777000344,0.004290820427883133,-0.14675936904270465,0.008767358412940312,318,0.1514511777000344,0.14675936904270465
demeaned,min500ha,pre_bloom,days_vpd_gt2,180,0.11980301155536574,0.10917703707254374,0.14668943182203922,0.06250687591425626,162,0.11980301155536574,0.14668943182203922
demeaned,min500ha,set_to_dev,days_vpd_gt2,180,-0.170924882533729,0.021782991943453133,-0.14599670245838328,0.06376907806509839,162,0.170924882533729,0.14599670245838328
demeaned_nodana,all_olive,spring,sum_et0,284,-0.03389476728829589,0.5694585900029299,-0.145592656369901,0.021822344681503274,248,0.03389476728829589,0.145592656369901
raw,all_olive,bloom_to_set,days_tmax_gt35,354,-0.15441563356770707,0.0035851907101070303,-0.14550049018277042,0.00936950692370414,318,0.15441563356770707,0.14550049018277042
raw,all_olive,fruit_set,days_tmax_gt35,354,-0.15441563356770707,0.0035851907101070303,-0.14550049018277042,0.00936950692370414,318,0.15441563356770707,0.14550049018277042
raw,all_olive,summer,mean_tmax,354,-0.1699707018311726,0.0013270836426876682,-0.14486728000408056,0.009686045064143875,318,0.1699707018311726,0.14486728000408056
demeaned_nodana,arbequina,summer,days_tmax_gt35,80,-0.1276264961399116,0.2592435115153199,-0.14420229992284161,0.23365508474163027,70,0.1276264961399116,0.14420229992284161
demeaned,arbequina,pre_bloom,mean_vpd,100,-0.003126576259874195,0.9753710255902003,-0.14389772728540598,0.17602209073613323,90,0.003126576259874195,0.14389772728540598
raw,all_olive,prev_fruit_dev,days_vpd_gt2,320,-0.23036057991918538,3.171588988609933e-05,-0.14345450842161783,0.010426699612288821,318,0.23036057991918538,0.14345450842161783
demeaned,all_olive,pre_bloom,ratio_p_et0,354,0.09186276698848221,0.08436078404750835,0.14340849434060277,0.010451644084016358,318,0.09186276698848221,0.14340849434060277
demeaned_nodana,min500ha,calendar_year,sum_precip,144,-0.17476874420525135,0.03616216889990662,-0.14332950988098028,0.10935172382168977,126,0.17476874420525135,0.14332950988098028
demeaned,all_olive,bloom,days_vpd_gt2,354,-0.04414711413044842,0.40762008060857113,-0.14170182128311315,0.011414966064444892,318,0.04414711413044842,0.14170182128311315
demeaned,min500ha,set_to_dev,sum_et0,180,-0.17122752964611973,0.021547347573517867,-0.14163507908826814,0.07220314162392495,162,0.17122752964611973,0.14163507908826814
raw,all_olive,agro_year,sum_et0,354,-0.16448592527863898,0.0019027020410039657,-0.14130927982156685,0.011647329005258266,318,0.16448592527863898,0.14130927982156685
demeaned,min500ha,fruit_set,ratio_p_et0,180,-0.11043757943533729,0.13997839952030777,-0.14130720419608192,0.07287209711721604,162,0.11043757943533729,0.14130720419608192
raw,arbequina,agro_year,mean_tmax,100,-0.11588921546629524,0.25088786249710004,-0.14097760653119557,0.18504988231173713,90,0.11588921546629524,0.14097760653119557
demeaned,all_olive,fruit_set,mean_tmax,354,-0.12339457990752628,0.020215408806340446,-0.14070503017812855,0.01201317661678664,318,0.12339457990752628,0.14070503017812855
demeaned,min500ha,bloom,days_vpd_gt2,180,0.030081108903730377,0.688523548716625,-0.14024995800370904,0.07506346060302987,162,0.030081108903730377,0.14024995800370904
demeaned,min500ha,prev_summer,days_vpd_gt2,162,0.1776483167092371,0.023721829680697668,0.14017744202614565,0.07521569769561987,162,0.1776483167092371,0.14017744202614565
demeaned,all_olive,spring,mean_vpd,354,-0.03887007396789221,0.4659863555573233,-0.14014403613120502,0.012361872095315127,318,0.03887007396789221,0.14014403613120502
demeaned,arbequina,bloom,sum_et0,100,0.09817699718723433,0.3311615795886879,-0.13987631539014955,0.1885405807763998,90,0.09817699718723433,0.13987631539014955
demeaned_nodana,all_olive,winter_recharge,mean_vpd,284,-0.017093459878287334,0.7742542826265273,-0.13982837924932573,0.027684917141405457,248,0.017093459878287334,0.13982837924932573
raw,all_olive,fruit_dev,sum_et0,354,-0.19049578186907962,0.00031270384962559054,-0.13964945332317058,0.012676657722199154,318,0.19049578186907962,0.13964945332317058
demeaned,all_olive,maturation,sum_cwb,354,-0.14298985724975433,0.0070455598748831215,-0.13919917696541872,0.012969362797218022,318,0.14298985724975433,0.13919917696541872
raw,arbequina,maturation,mean_vpd,100,0.023992794459005956,0.8126990283708179,0.13844389648643632,0.19315192335673345,90,0.023992794459005956,0.13844389648643632
demeaned,all_olive,summer,sum_cwb,354,-0.09880073695965269,0.06332599615263353,-0.13837995370483694,0.013517192920928778,318,0.09880073695965269,0.13837995370483694
raw,all_olive,prev_fruit_dev,days_tmax_gt35,320,-0.21752977265362833,8.740133973206498e-05,-0.1381516347019285,0.013673455626148195,318,0.21752977265362833,0.1381516347019285
demeaned,arbequina,bloom_to_set,sum_et0,100,0.08758663906632098,0.3862042578328624,-0.13808874350899272,0.19430774866508937,90,0.08758663906632098,0.13808874350899272
demeaned,min500ha,prev_fruit_dev,sum_precip,162,0.1518252064896166,0.05377416923466309,0.13725568493811927,0.08156014469231569,162,0.1518252064896166,0.13725568493811927
demeaned_nodana,all_olive,fruit_set,sum_et0,284,-0.1225551992111739,0.03901630782954086,-0.13718428468571733,0.030796924480348077,248,0.1225551992111739,0.13718428468571733
demeaned,all_olive,pre_bloom,sum_cwb,354,0.07176059411257367,0.17793852014914008,0.1370253818058183,0.014467730100790761,318,0.07176059411257367,0.1370253818058183
demeaned_nodana,arbequina,prev_summer,mean_vpd,70,-0.08477938031642242,0.4853014677851354,-0.13692303202877965,0.2583555674174921,70,0.08477938031642242,0.13692303202877965
demeaned_nodana,all_olive,fruit_set,sum_precip,284,-0.11065104549757092,0.06257169799764621,-0.13573840216052885,0.03262157685573448,248,0.11065104549757092,0.13573840216052885
demeaned_nodana,min500ha,pre_bloom,days_vpd_gt2,144,0.10815291187128959,0.1969423179706766,0.13538189438335377,0.1306660880463775,126,0.10815291187128959,0.13538189438335377
raw,min500ha,bloom_to_set,sum_cwb,180,-0.11628849563031561,0.12004528236969929,-0.13464213516294546,0.08759338046368034,162,0.11628849563031561,0.13464213516294546
demeaned_nodana,all_olive,prev_fruit_dev,ratio_p_et0,250,0.13076132717416122,0.03882511530396621,0.13428345330861413,0.03454975972295163,248,0.13076132717416122,0.13428345330861413
demeaned_nodana,arbequina,fruit_dev,days_tmax_gt35,80,-0.11230102681151555,0.3213028935329215,-0.13426575011274583,0.26779800538245224,70,0.11230102681151555,0.13426575011274583
raw,all_olive,prev_fruit_dev,sum_et0,320,-0.17601063596161845,0.001572470713337847,-0.13400743468091575,0.01679894910114624,318,0.17601063596161845,0.13400743468091575
demeaned_nodana,all_olive,bloom,days_vpd_gt2,284,-0.04569646779105484,0.44302502785951464,-0.1338503315582095,0.03514212167896954,248,0.04569646779105484,0.1338503315582095
demeaned_nodana,arbequina,fruit_dev,ratio_p_et0,80,0.19943155900174042,0.07613614913514981,-0.1337247853218577,0.26974832913442737,70,0.19943155900174042,0.1337247853218577
demeaned,min500ha,prev_fruit_dev,ratio_p_et0,162,0.14117125013877846,0.07315095055700944,0.13332805992401686,0.09075882942962867,162,0.14117125013877846,0.13332805992401686
raw,min500ha,set_to_dev,sum_cwb,180,-0.03314073082570702,0.6587401083637306,-0.13331743548822883,0.0907847889483957,162,0.03314073082570702,0.13331743548822883
demeaned_nodana,min500ha,bloom_to_set,ratio_p_et0,144,-0.20244677653564913,0.0149560571174497,-0.13239681280049698,0.13944706228341236,126,0.20244677653564913,0.13239681280049698
demeaned,all_olive,pre_bloom,sum_precip,354,0.07411944724780947,0.16406431823003303,0.13238601094441707,0.01818208924383359,318,0.07411944724780947,0.13238601094441707
demeaned_nodana,arbequina,fruit_set,sum_et0,80,-0.08436176803431995,0.45687238040646105,-0.13194870379674076,0.27621844100826115,70,0.08436176803431995,0.13194870379674076
demeaned,arbequina,winter_recharge,sum_precip,100,-0.11732613716846718,0.24501996584383268,0.13172597361099234,0.2158663147960883,90,0.11732613716846718,0.13172597361099234
demeaned,min500ha,calendar_year,sum_et0,180,-0.023075959817103867,0.7584776142887626,-0.13142380398283893,0.0955069425721827,162,0.023075959817103867,0.13142380398283893
demeaned,all_olive,fruit_dev,days_vpd_gt2,354,-0.13561170684932985,0.01064000284266789,-0.1310308535825754,0.019413204877121913,318,0.13561170684932985,0.1310308535825754
raw,arbequina,pre_bloom,ratio_p_et0,100,-0.1638820870535574,0.10325962063396125,-0.13090858506403916,0.21875391872722802,90,0.1638820870535574,0.13090858506403916
raw,arbequina,pre_bloom,sum_precip,100,-0.14002848428476658,0.16466972934778967,-0.1308113441674987,0.21909924985804233,90,0.14002848428476658,0.1308113441674987
demeaned_nodana,min500ha,prev_fruit_dev,sum_cwb,126,-0.12677152809614248,0.15720377002639668,-0.1298683511543749,0.14722986368003219,126,0.12677152809614248,0.1298683511543749
demeaned,all_olive,summer,sum_et0,354,-0.12625482511427347,0.017473675081386284,-0.12920923459129857,0.0211819040601689,318,0.12625482511427347,0.12920923459129857
demeaned_nodana,min500ha,set_to_dev,sum_cwb,144,0.04660123600451931,0.5791392081084329,-0.12901860948938848,0.1499177686556492,126,0.04660123600451931,0.12901860948938848
demeaned,arbequina,prev_summer,sum_precip,90,0.14866963724763835,0.16197084095382952,0.12876984864319346,0.2264381884336673,90,0.14866963724763835,0.12876984864319346
demeaned_nodana,min500ha,winter_recharge,sum_et0,144,-0.17756706619931098,0.033239029388961304,-0.128201465015946,0.1525372773450439,126,0.17756706619931098,0.128201465015946
demeaned,min500ha,maturation,mean_vpd,180,0.13853595628876345,0.06364488261955117,0.12805389601973566,0.10439035493357683,162,0.13853595628876345,0.12805389601973566
demeaned,min500ha,pre_bloom,ratio_p_et0,180,-0.021088632218078038,0.7787151387537238,0.12799439258014964,0.10455286083021846,162,0.021088632218078038,0.12799439258014964
demeaned_nodana,arbequina,prev_summer,ratio_p_et0,70,0.1503939671138185,0.21397392649026045,0.12775394952854796,0.2919073834760096,70,0.1503939671138185,0.12775394952854796
raw,all_olive,summer,sum_precip,354,-0.1382024293345089,0.00922580367709649,-0.12674704149691565,0.023793546509992672,318,0.1382024293345089,0.12674704149691565
demeaned_nodana,arbequina,bloom,sum_precip,80,-0.22168398820570806,0.048125435120603584,-0.1262056323900302,0.2978433576863087,70,0.22168398820570806,0.1262056323900302
raw,min500ha,prev_summer,sum_et0,162,-0.17637795512502327,0.024757045583629938,-0.12547097105774083,0.11162937989895233,162,0.17637795512502327,0.12547097105774083
demeaned,arbequina,calendar_year,days_vpd_gt2,100,-0.1057732501954899,0.2949263532074013,-0.1244119494193737,0.2426766837292368,90,0.1057732501954899,0.1244119494193737
raw,all_olive,winter_recharge,sum_cwb,354,0.12232270746229026,0.021335223367838448,0.12436315412643827,0.026582445377122347,318,0.12232270746229026,0.12436315412643827
demeaned,min500ha,fruit_set,mean_vpd,180,-0.09852439363564891,0.18822831835857898,-0.12422446911927648,0.11526043281443564,162,0.09852439363564891,0.12422446911927648
demeaned_nodana,min500ha,fruit_dev,ratio_p_et0,144,0.04617854301729053,0.5825894621979136,-0.12346973649115553,0.16838604740216012,126,0.04617854301729053,0.12346973649115553
demeaned,arbequina,bloom,sum_precip,100,-0.2124458942940314,0.03383469305212732,-0.12309973358587434,0.24772014809559853,90,0.2124458942940314,0.12309973358587434
demeaned,min500ha,agro_year,ratio_p_et0,180,-0.005941819006668642,0.9369028217113317,0.12307589091690468,0.11868707739882188,162,0.005941819006668642,0.12307589091690468
demeaned_nodana,min500ha,bloom_to_set,sum_cwb,144,-0.20367716219528403,0.014343341179902895,-0.12295563595175699,0.17017894540228695,126,0.20367716219528403,0.12295563595175699
demeaned,all_olive,maturation,ratio_p_et0,354,-0.13095027465713457,0.013673547965726965,-0.12288813902744893,0.028445215635977367,318,0.13095027465713457,0.12288813902744893
raw,min500ha,bloom_to_set,mean_tmax,180,-0.1471539995751034,0.04869316045832127,-0.12288157513696395,0.11927454044340052,162,0.1471539995751034,0.12288157513696395
demeaned,all_olive,pre_bloom,days_vpd_gt2,354,0.10435456893176884,0.04978174482080105,0.12287555533620402,0.028461576914103587,318,0.10435456893176884,0.12287555533620402
demeaned,min500ha,fruit_set,sum_et0,180,-0.10992197906309914,0.14184936445884982,-0.12276481934173063,0.11962860513804055,162,0.10992197906309914,0.12276481934173063
demeaned,arbequina,calendar_year,days_tmax_gt35,100,-0.11188445664014911,0.26774876060915304,-0.1226412533355962,0.24949918171486293,90,0.11188445664014911,0.1226412533355962
demeaned,arbequina,agro_year,days_tmax_gt35,100,-0.11188445664014911,0.26774876060915304,-0.1226412533355962,0.24949918171486293,90,0.11188445664014911,0.1226412533355962
demeaned,arbequina,set_to_dev,days_tmax_gt35,100,-0.11188445664014911,0.26774876060915304,-0.1226412533355962,0.24949918171486293,90,0.11188445664014911,0.1226412533355962
raw,min500ha,agro_year,sum_et0,180,-0.22227933443203943,0.0027084589323887916,-0.12146944354835575,0.1236117900193101,162,0.22227933443203943,0.12146944354835575
demeaned_nodana,all_olive,pre_bloom,mean_tmax,284,0.09183568320262726,0.12256860931473465,0.12069034532084166,0.057699395220195585,248,0.09183568320262726,0.12069034532084166
raw,arbequina,spring,sum_et0,100,-0.1704586808036984,0.08996371465285556,-0.12063775037689073,0.25737618894131065,90,0.1704586808036984,0.12063775037689073
demeaned,all_olive,prev_summer,sum_et0,320,-0.10892090221587304,0.05158190737184711,-0.11986243056338433,0.03261871785267776,318,0.10892090221587304,0.11986243056338433
demeaned_nodana,all_olive,summer,sum_cwb,284,-0.07198037031892818,0.2265652666438229,-0.1193825298720576,0.0604826101667782,248,0.07198037031892818,0.1193825298720576
demeaned_nodana,all_olive,pre_bloom,days_vpd_gt2,284,0.09987227905458933,0.09298513888399676,0.11900057773235892,0.06131601489911214,248,0.09987227905458933,0.11900057773235892
demeaned,all_olive,set_to_dev,ratio_p_et0,354,-0.0719501945430136,0.17679217617016865,-0.11860617780591404,0.03449902720687739,318,0.0719501945430136,0.11860617780591404
raw,all_olive,prev_summer,sum_cwb,320,0.09491989884618537,0.0900444210331012,0.11710653296879726,0.0368635639686984,318,0.09491989884618537,0.11710653296879726
demeaned_nodana,all_olive,spring,sum_cwb,284,-0.14558035646317413,0.014063404456964792,-0.11692480489523838,0.06601206930194582,248,0.14558035646317413,0.11692480489523838
demeaned,arbequina,summer,days_tmax_gt35,100,-0.10534239198130875,0.2969087873345675,-0.11614287695252656,0.2756601608391778,90,0.10534239198130875,0.11614287695252656
raw,min500ha,summer,sum_cwb,180,-0.03364445836557338,0.6538861516967082,-0.11590286517199076,0.14190499536375836,162,0.03364445836557338,0.11590286517199076
raw,min500ha,prev_summer,mean_tmax,162,-0.1788940317160459,0.022743044736071336,-0.1151946385345705,0.14437290465276856,162,0.1788940317160459,0.1151946385345705
raw,all_olive,set_to_dev,mean_tmax,354,-0.12348844885342293,0.020119818403956442,-0.11487153853323356,0.04064163435421508,318,0.12348844885342293,0.11487153853323356
raw,all_olive,agro_year,sum_cwb,354,0.11412657796363268,0.03181695463054348,0.11391019754628763,0.0423644395915788,318,0.11412657796363268,0.11391019754628763
raw,all_olive,maturation,sum_et0,354,0.10461434346447689,0.049212590975660234,0.11369645396350798,0.042755729121358985,318,0.10461434346447689,0.11369645396350798
demeaned,all_olive,fruit_dev,ratio_p_et0,354,-0.054171109098020566,0.30945562074172833,-0.1125474645490543,0.044911604136161076,318,0.054171109098020566,0.1125474645490543
demeaned_nodana,all_olive,spring,ratio_p_et0,284,-0.13264722050586517,0.025388547987644578,-0.11244851544639148,0.07714375453908226,248,0.13264722050586517,0.11244851544639148
demeaned_nodana,min500ha,bloom,sum_cwb,144,-0.20183441741952837,0.015269418056713755,-0.11172729566851704,0.2129330982202815,126,0.20183441741952837,0.11172729566851704
demeaned_nodana,min500ha,bloom,ratio_p_et0,144,-0.19588370675727168,0.018624625713153452,-0.11154496352926249,0.2136854216506449,126,0.19588370675727168,0.11154496352926249
demeaned_nodana,arbequina,agro_year,ratio_p_et0,80,-0.21742752561474865,0.05270022102163683,-0.11116760751984515,0.3595661865094819,70,0.21742752561474865,0.11116760751984515
demeaned,min500ha,summer,days_vpd_gt2,180,-0.12260693954832379,0.10107234027636407,-0.11108627649287242,0.15933595834626743,162,0.12260693954832379,0.11108627649287242
demeaned,arbequina,fruit_set,days_vpd_gt2,100,-0.0424875934473144,0.6746872283763022,-0.1102744971356015,0.30081291130418447,90,0.0424875934473144,0.1102744971356015
demeaned,all_olive,set_to_dev,sum_cwb,354,-0.06066406341295311,0.25495374780064717,-0.10948580427477866,0.05110575492382222,318,0.06066406341295311,0.10948580427477866
demeaned,all_olive,fruit_dev,sum_cwb,354,-0.04793838026064981,0.36850230721141275,-0.10935588022345745,0.051383623170461176,318,0.04793838026064981,0.10935588022345745
demeaned,min500ha,prev_fruit_dev,sum_cwb,162,0.11585192070058346,0.1420814396284004,0.10907651263303739,0.16706598342402,162,0.11585192070058346,0.10907651263303739
demeaned,all_olive,prev_fruit_dev,mean_vpd,320,-0.08389796093605284,0.13424223052806378,-0.10902783041656615,0.05209082786270942,318,0.08389796093605284,0.10902783041656615
demeaned_nodana,all_olive,prev_summer,sum_cwb,250,0.10607910500303958,0.09421366435395052,0.10848870300843087,0.08821568147720102,248,0.10607910500303958,0.10848870300843087
raw,all_olive,winter_recharge,ratio_p_et0,354,0.09615262148349918,0.07077928581431141,0.1084366069627034,0.05338583624446407,318,0.09615262148349918,0.1084366069627034
raw,min500ha,fruit_set,ratio_p_et0,180,-0.16661365145454274,0.025388979653320622,-0.10824750809713465,0.17033460890578325,162,0.16661365145454274,0.10824750809713465
demeaned_nodana,arbequina,prev_fruit_dev,mean_vpd,70,0.13469316738952786,0.26626376803193297,0.1081668335165426,0.3727614406658759,70,0.13469316738952786,0.1081668335165426
demeaned_nodana,all_olive,calendar_year,sum_precip,284,0.08004779774413309,0.17856081157534676,0.10789976610439282,0.08996613141885239,248,0.08004779774413309,0.10789976610439282
demeaned_nodana,all_olive,prev_fruit_dev,sum_precip,250,0.1067865586433641,0.09202661874682926,0.10787890012676875,0.0900286557145219,248,0.1067865586433641,0.10787890012676875
demeaned,min500ha,pre_bloom,sum_cwb,180,-0.04887756130809097,0.5146706153051754,0.10745740175890486,0.17349382004523956,162,0.04887756130809097,0.10745740175890486
raw,min500ha,fruit_dev,sum_et0,180,-0.22200916366989995,0.0027418842491380045,-0.10711723380775896,0.174867246910215,162,0.22200916366989995,0.10711723380775896
demeaned_nodana,min500ha,winter_recharge,ratio_p_et0,144,-0.03684327316122726,0.6610855276060248,0.1063508741968444,0.23591749258444258,126,0.03684327316122726,0.1063508741968444
demeaned_nodana,arbequina,bloom,sum_et0,80,0.1425898060378625,0.2070394198572551,-0.10630867516104422,0.3810773686639503,70,0.1425898060378625,0.10630867516104422
demeaned_nodana,arbequina,bloom,ratio_p_et0,80,-0.22199934623609083,0.047799935808581585,-0.10622025365411616,0.381475842148637,70,0.22199934623609083,0.10622025365411616
demeaned,arbequina,prev_summer,sum_cwb,90,0.1207577336738908,0.25689974051310877,0.10579382367603188,0.32099888324524234,90,0.1207577336738908,0.10579382367603188
demeaned,all_olive,prev_fruit_dev,sum_et0,320,-0.08800380474189187,0.11614802296010414,-0.10559438261806416,0.05999043656011672,318,0.08800380474189187,0.10559438261806416
raw,arbequina,prev_summer,sum_precip,90,0.023573713409699097,0.8254472194015743,0.1051160372162043,0.3241264096099084,90,0.023573713409699097,0.1051160372162043
demeaned_nodana,all_olive,prev_summer,ratio_p_et0,250,0.10532091893119387,0.09660331701617067,0.10511447726972785,0.09862429347884855,248,0.10532091893119387,0.10511447726972785
demeaned,arbequina,fruit_dev,days_tmax_gt35,100,-0.09162824714909719,0.36458040664168073,-0.10494756744015628,0.3249068001096753,90,0.09162824714909719,0.10494756744015628
demeaned,min500ha,bloom_to_set,sum_precip,180,-0.19211455172189243,0.009776297129477945,-0.10486833514823557,0.18414995613308563,162,0.19211455172189243,0.10486833514823557
